user_id,name,review_count,ga_first_name,ga_gender,ga_accuracy,ga_samples
x_Ui2vAz1A3G9FmeteeyWA,Daniel,653,Daniel,male,99,257742
S0Pji5ZPQwlolC7vlq1lug,Kris,811,Kris,male,72,16310
XYSDrIef7g4Gmp3lNFVO6A,Neal,4828,Neal,male,99,2785
oEvsA_IvL0yRyI7d4lT-IA,Allison,1168,Allison,female,95,11270
xQLy_wpqrR3etSXt61OIIg,Jack,754,Jack,male,97,59917
FLMRT4tDE4VlM1wyDK5QGg,Hannah,1513,Hannah,female,99,20781
DEOH_z7QaXnrH7vnmDl5KA,Rohan,1735,Rohan,male,100,13393
fdwVdy6TuY1kjYeEPMZKVw,Deb,1494,Deb,female,93,4563
NIhcRW6DWvk1JQhDhXwgOQ,Lia,2121,Lia,female,98,11458
8-4W2kWgly4368CqomkfmA,Sara,1296,Sara,female,98,153041
djxnI8Ux8ZYQJhiOQkrRhA,Abby,2315,Abby,female,89,6964
wLh4YepDaBzQ1JMrj5fDzQ,Karen,929,Karen,female,96,51469
qI3uzegMdq3q3WxAajECGw,Tara,916,Tara,female,94,11582
le3Xn9Mheb1hNxWurF7RSw,Gregg,1060,Gregg,male,99,2085
eZGoPMRfq2hw5LfwJg0uTA,Stephen,1444,Stephen,male,99,46085
DlDGcxQZqGyzx5dLXiYXaA,Osiris,700,Osiris,male,62,571
QpCLG8Ciuh0H3GzutpJtJQ,Crystal,709,Crystal,female,100,46422
Ryxj0u0AW3mRsRypdYli2A,Arnel,2642,Arnel,male,98,743
BOU25_BWQnLdFJBKUe2XdQ,M,2234,,,,
YIMeEHUYm69m-Mqf-NjPHw,Mindy,654,Mindy,female,98,2561
0sl4I8R7znWXp_K4A0nZ_w,Eric,993,Eric,male,99,121922
fHS0bQ-l5rHME_xXKQSYXQ,Kevin,1401,Kevin,male,99,140160
pMltyeuU4SjT6Y8YVy7HBA,Tony,1084,Tony,male,99,99155
e0lV0WyRCYbYs9k6chh8YA,Richard,666,Richard,male,99,97659
VRw00O-WCrVHaGTk1Jk6Cg,Todd,694,Todd,male,100,11557
k0m5nvgAIIA24t_iPZOAsw,Reed,1757,Reed,male,99,3655
nffEoRhzQYVIL3Y6bFhcGA,Lizzie,889,Lizzie,female,98,2237
U9yWtQO_0LPjtaU9jN0JsA,Jean,1700,Jean,male,89,84089
VFXKRVzEMbnsDcYFdwiiuA,Kent,1072,Kent,male,98,5723
jVYzrVblDFSuL3GHtt8ZSA,Crystal,1030,Crystal,female,100,46422
hSMVQ7MSh6B0OgPxFQFO8g,Reena,919,Reena,female,98,1833
KXmovFNsj5VS44h4RrLhBg,Tim,835,Tim,male,99,52554
TbhyP24zYZqZ2VJZgu1wrg,Lauren,862,Lauren,female,97,25933
nkN_do3fJ9xekchVC-v68A,Jeremy,1363,Jeremy,male,99,45294
FQRB0z2EJ-qXbMgRhFatPw,Malia,775,Malia,female,99,12016
rcU7ysY41qGppbw4pQgjqg,Damien,1893,Damien,male,99,30575
a5hyrWp6GuGteNxOW7yGsQ,Grace,1110,Grace,female,100,25751
0G-QF457q_0Z_jKqh6xWiA,Joi,1877,Joi,female,60,467
bW6VMyB5r05Yze44Ora0pA,James,959,James,male,99,131879
CyAl5D-GjX-ZtqdQqG4_ew,Dave,1495,Dave,male,99,53006
h2nJxjwZlC8aXNEh_puMpw,Chel,804,Chel,female,81,277
V5Th21KjUiYLJQyV-vGtpg,"Ben H",1725,"Ben H",male,100,5
CGRkejdGiNtvX-lhcOFUZQ,Janet,1259,Janet,female,98,16535
uQEqsxqT3U6Ll1dsnqst-w,Ann,633,Ann,female,97,23825
YdFcEQaOCef-ojBAJ7Mxjg,Christine,858,Christine,female,98,55857
fdRGp5Mp2Cbl5JTei-Mibg,David,1175,David,male,99,381770
0XXIv9a0LWiaCjAkurjMMQ,David,1092,David,male,99,381770
B8D9WyakYaObjA2icM7GGw,Mary,740,Mary,female,98,76726
4RUXeyp_Af2C5t9JFyJlBQ,Nina,1291,Nina,female,98,42386
AWCY8laHjH0-3HMT0LGpUA,Jin,732,Jin,male,72,4739
H4EQn0rjFuGRgIm6c9NFLg,Jeff,897,Jeff,male,99,46165
rrRZ2TubdRzkAksCwzHtvA,Danielle,761,Danielle,female,96,32183
xTGpw0x5EUj11YFhwr6m2A,Jim,1303,Jim,male,99,40318
TLiv7pKzS1ruZ4rD1ZzhJw,Betty,762,Betty,female,98,16619
hUDEUz8PddhVTShshwQWWQ,John,1446,John,male,99,219085
HXOfPXPMvdXNpQ_l0RRjKw,Jeffrey,2161,Jeffrey,male,100,19324
ic3Lw9nuyESd5wFRH7TFpw,Tomas,629,Tomas,male,99,30161
0V4Ra6jCmSAgFtCiORr4QA,Megan,845,Megan,female,99,21742
5aCEquYmXUIsWmpUp1gqxA,Kathleen,1670,Kathleen,female,99,10967
KFZISl5mOUJ6bu3qCUrO-g,Dru,1026,Dru,male,71,449
pD4c0eVE0ImAgcag4w4-lA,Pauline,1639,Pauline,female,96,26196
JcnZGx0dNLgsmkBcZj8oWQ,Heather,721,Heather,female,99,26287
5wT0vDycEzgq95yVCZ60Aw,Regina,621,Regina,female,98,16439
yOixBUTirIrxyup-8jb_Ww,Dana,1047,Dana,female,91,29276
Ve0LUwcrzxL7w0RYgY4Aaw,Katy,1987,Katy,female,98,11781
ILz8ApVEgTqbv5LnC6PyuA,Nicolas,1274,Nicolas,male,99,79977
lzdDKukW2jKOmbCNWU6GqA,Christine,669,Christine,female,98,55857
rW-iz5OKzzp2WOHh-CC9uQ,Stan,1202,Stan,male,97,8123
y8jJV4AeH6ZEBagQ_ys8KQ,Jenny,886,Jenny,female,98,44374
bv5g9xdct8AW3AHQeyn7Lw,Jenn,1041,Jenn,female,98,4574
d_TBs6J3twMy9GChqUEXkg,Jennifer,2077,Jennifer,female,98,88317
CK-W4WhlmLKOZF-50WmmpQ,Jennifer,1098,Jennifer,female,98,88317
w8dy-ibFrNXBfA-TdQDCIQ,Maria,626,Maria,female,97,245074
ugk0g6vyv2XavpoTaJSy6A,Lydia,629,Lydia,female,98,15205
eMAmkqtFhhqkzTWKcsARSw,Kelly,1416,Kelly,female,88,48305
NvUeb5G_mSSxgKhEE_Hueg,Jocy,1356,Jocy,female,76,180
WPl2gULxrrh_GoypMzHF-A,P,1595,,,,
GmQR50bIII7gDNRYEgfXfA,Tiffany,1532,Tiffany,female,98,18036
o4tYl3Hz0oDfpNn4k02DCw,Sandy,1661,Sandy,female,78,27089
gf4tyQgQOtVMkOdvveRHVA,Henry,1512,Henry,male,99,32139
ajMm_rBqbKYALu-I8-__Kg,Brian,2120,Brian,male,99,69588
WnzRueYdRWNSbkXB0_0i4Q,Chuck,1193,Chuck,male,99,7096
igll2PdsMvQHzJhzttrx1A,Jessica,713,Jessica,female,98,115595
2bHSZhM0huV8LRh3YHaOSQ,Jennifer,1801,Jennifer,female,98,88317
-q0rmCOPCgakJJ0H2mJ1mg,Xenu,680,Xenu,male,75,4
Ksp1e9Dw0Jcog_ZBD3-45g,Andrew,720,Andrew,male,99,82448
L2JUm1kc8M3ji-Ud2HUBSw,Alexandra,933,Alexandra,female,98,53680
OfdX0DGrAET9jqn_7gkXww,Carrie,1259,Carrie,female,98,8198
BQcITnzA0Vi8xktm2R7CyA,Ron,645,Ron,male,99,19779
I2qJvA0tbGdZJ3XrwzwfzA,Randoll,1584,Randoll,male,100,13
gvyYZgFdBbcT3xGjWOvZag,Frances,1181,Frances,female,94,3984
IyIsFkVY48JWa01inv-7zA,Rob,2565,Rob,male,99,37066
OHVhLKw_uIE7saIt_S-udw,Mike,1734,Mike,male,99,116286
afPIUwUh0C_lgHvt77cneg,Adrienne,987,Adrienne,female,99,3249
syvwUKQJ4OYfmL_ixVLMeQ,Tina,4270,Tina,female,98,39798
nMFlEQRj3MAeo9pcjbGCKw,Niti,705,Niti,male,53,516
Jjuc1_S7cSPP6SUZbBHy9A,Roger,839,Roger,male,99,34849
lIIyPdTWcvKfPfY6wscWvQ,Becca,910,Becca,female,99,3653
a7B1ow3HSP32vA3WhZ7RpQ,Yenny,807,Yenny,female,98,1668
K97i0e7MaxYfvCCwPFMjuw,Ritu,771,Ritu,female,90,2323
CfV_axQI2rK0eHB9FfG_GQ,Cori,872,Cori,female,98,4579
2l0O1EI1m0yWjFo2zSt71w,Shiho,2838,Shiho,female,95,166
lquc6IF6uGIeRomDLu9UnA,Ron,1004,Ron,male,99,19779
hE34xpG35WugHznWf79HfQ,Drue,901,Drue,male,56,89
Vp5DzIiP_MmaMZMZVFFltA,Cherie,1066,Cherie,female,98,1781
hBicl52tMVsTecdZSVL-lQ,Leighann,961,Leighann,female,98,208
4ZfcCa4m5RWvO4EFzfYm1A,Eli,1290,Eli,female,60,13435
0gEDwhSUIWIBz23MbLYMig,Luis,695,Luis,male,99,120090
9hMqNBBpTl3lBy6qCAyu-A,Eli,627,Eli,female,60,13435
sGYrxVCEJGGBArWI1LUgxQ,Jennifer,844,Jennifer,female,98,88317
rrTmcv7FtbwgjAinmS9uTA,Randi,1265,Randi,female,95,11216
NpU44ANnUUNQWY4U0eUGvA,claudia,1004,Claudia,female,98,72003
c2QDMrUK9B9-vLRqeJ3Eww,Helen,1157,Helen,female,98,23138
sCiCkK_7CKNwzwo9c0PpKg,Scott,766,Scott,male,100,48262
rAAT39HF4khu-OdxBSr0jg,Mikey,1057,Mikey,male,97,3291
vgwdQ0fpDZdoTidJuwYq7w,Colleen,1311,Colleen,female,98,5690
-hKniZN2OdshWLHYuj21jQ,Nicole,953,Nicole,female,98,65299
bhJ6ivAuSpgXP4JiKWjSZQ,Jasmine,1051,Jasmine,female,98,13433
A9RKvWz-as6hzSKS_xwVrw,Anh,1293,Anh,male,60,5787
c-Dja5bexzEWBufNsHfRrQ,Vince,773,Vince,male,98,9448
hizGc5W1tBHPghM5YKCAtg,Katie,1629,Katie,female,99,27554
4eR6hYFJcBHoAqhuOS07ww,Diana,873,Diana,female,98,59982
7GPNBO496aecrjJfW6UWtg,Lynette,694,Lynette,female,99,4849
azivU1jkJhPSKS6ASMegQQ,Sam,765,Sam,male,85,93540
-x1516ZG5GllZiBjDQlRkA,Rachel,1503,Rachel,female,98,41104
C6LV0p8L6IfBfh1YFRkWzQ,Elizabeth,1418,Elizabeth,female,99,44677
dHxvSPU6PZqX1LQRXajGDQ,Kimberly,1944,Kimberly,female,98,18985
3nDUQBjKyVor5wV0reJChg,Nelson,1475,Nelson,male,99,24069
9UaQnSBUgItgJy-yZKK_CA,Michael,836,Michael,male,99,211741
HNqeYFG_-g9SWt8wfd66Kw,Amy,780,Amy,female,98,42632
1TFraFC6i-tDhXQ3del0-g,qirk,1123,,,,
dk5yqirSwDH7Cpp52NdhUA,Teri,721,Teri,female,94,2686
4iOc4Fo-h6gZ-2zAJEM78g,Christina,1061,Christina,female,94,36391
p6nBKyT9Y_pFJ1WxVEowwA,Andrew,1356,Andrew,male,99,82448
30QfAHXX77SvrvbD09Z3Dg,Virgo,786,Virgo,male,55,541
BCy-Hut597GtNvlnx3pB4Q,Alby,696,Alby,male,92,1305
2wzBYj-J0xQ2RWD46cDI5w,Celeste,853,Celeste,female,95,5906
yZFAlk6UdPqzt-k2laVVaQ,Julie,1236,Julie,female,98,72376
gjRvBu1th-YobqPwPTysJQ,Jess,1249,Jess,female,83,12831
4EkDs9ZvbnmwGhmm6bGH7A,Arnold,1631,Arnold,male,99,11211
7Xpb51viDdOaV_89olxp5w,Debora,873,Debora,female,98,12973
dIQnYbjf-rTxn5dQoRr0bg,Kristen,989,Kristen,female,97,9419
Rjd9Td7yYOqu0A1e2KDAyA,Scott,938,Scott,male,100,48262
7zhra0LL0dLYo4Nmo5Q_xA,Jessica,818,Jessica,female,98,115595
M0mONsg1ZJIKA30ad1qE1w,Tina,893,Tina,female,98,39798
UJcXryv3GnXik-dauejBdQ,John,853,John,male,99,219085
2y4EC2UKWwzj33OpK17Edw,Rachel,670,Rachel,female,98,41104
RyPeT_ICAtX8ah9dhDpEFw,TRACY,760,Tracy,female,91,17935
isQxsxlCjj6P8GQ_uuFwew,Amanda,961,Amanda,female,98,64384
pA9wbuYcK3GArQA8gS85Lw,Maria,728,Maria,female,97,245074
qewG3X2O4X6JKskxyyqFwQ,Misti,907,Misti,female,92,374
kS1MQHYwIfD0462PE61IBw,Rob,5156,Rob,male,99,37066
_6qzYTyQ3lV9DJqoep7_og,Agustin,1024,Agustin,male,97,9856
qHmLQQZF1GKrU6HFZqZqGA,Angela,972,Angela,female,98,69937
zjcN27kCVeK8K2ONe9Qt4g,Peter,833,Peter,male,99,146529
__05rytNjsye9MBhqB0DMA,Marck,1183,Marck,male,98,846
Myy-tV1aKksxkQ2R7QUkAQ,Kwoky,634,,,,
UAvHIpbXzQqJAXePDTJkZw,Deb,624,Deb,female,93,4563
_iSS1m_QBY9E1f1xOZovlg,Katherine,638,Katherine,female,99,15804
NZba-Q-Fp10iF77CTQt24Q,David,1148,David,male,99,381770
Thc2zV-K-KLcvJn3fMPdqQ,Carol,850,Carol,female,97,29790
6rGVoAI0Bl8ZEbMNJWOK3w,Marisa,874,Marisa,female,98,15794
1O638BDK_fWuxgTVJwff-A,Rob,2739,Rob,male,99,37066
Oi1qbcz2m2SnwUeztGYcnQ,Steven,1276,Steven,male,99,59951
EBW16o-gGF1mzGC1LgjF_w,Thomas,913,Thomas,male,99,129177
x0UKb1JaCtqb7yimG9ZSCA,Oren,904,Oren,male,96,678
rlDDkE6G-nMO-z0hNqekzA,Brad,1402,Brad,male,100,15977
2vB-TT0KRGuIYlpWOgIPHw,Jenn,760,Jenn,female,98,4574
IxrkMwtW1emHp7cifyq40A,Diana,667,Diana,female,98,59982
YXMiSBrLNcnbxnfMK4BVug,Scott,784,Scott,male,100,48262
8_APo4b5Y2lDlP681zvROA,Rylan,646,Rylan,male,100,19503
rnfgjemszUlQx6U_-PO63w,Sal,810,Sal,male,80,2939
hh3yIbr3Yr7E_IGsIreGdQ,Amy,840,Amy,female,98,42632
aw973Pm1nrTbRjP4zY9B9g,Kenny,772,Kenny,male,95,16424
AVfwXXqM9KOi_rZ_ALxxoQ,Caroline,643,Caroline,female,98,47275
4u8zZaT5m7nO1WazdKA2sw,Nino,2171,Nino,male,87,13220
Ee3iS0puAl0aQWl76fGLPQ,Diane,1275,Diane,female,98,17672
-9I98YbNQnLdAmcYfb324Q,Amy,657,Amy,female,98,42632
4ll-oTtXQ_ISmxqGYLvX8w,Gerald,654,Gerald,male,99,11899
alUuOskFSl1bODjnce2PpQ,Denise,742,Denise,female,98,29702
m3qH3d97shbvSCtmUrpDFA,Melanie,875,Melanie,female,98,35986
QXAkmRjGJvLg3fX65A9oNQ,Lisa,623,Lisa,female,98,75562
r0KvePHM3_VIgb7bPwx-pw,Reena,917,Reena,female,98,1833
oeAhRa8yFa9jtrhaHnOyxQ,Rod,1092,Rod,male,98,4630
5Y5KbsI5buMcNh2hTFaRpA,Marcia,798,Marcia,female,97,14051
mBBGHMLDDmtptNIu039RwA,Brandy,656,Brandy,female,93,4717
7lq0aObOwhFmO7PlYCbwdA,Tony,641,Tony,male,99,99155
G-_KF_Ul4d3WGEa-G0Iq4g,Travis,1126,Travis,male,99,11196
0KjqHIouprEuBr_8A9BJ_Q,Jonathan,1249,Jonathan,male,99,84386
o5STsEtfvD1Ig0J7Z-1uxA,Alex,1932,Alex,male,92,247706
oUK6Xs5dPPnP4whFeZExGg,Wendy,831,Wendy,female,96,26404
MurRkRS5aYaa1IfaRY20_Q,Denis,2119,Denis,male,97,42503
sFRnh5U0bfTe8Ox8PygjHg,Stephanie,631,Stephanie,female,98,66153
TMd_Jg0qhBL3PWqje9lnPA,Allie,795,Allie,female,94,2540
X8XtoFBoAiHrw3rZ4v8cRQ,Corey,1542,Corey,male,94,7614
IFtbvwIpjbbl5fE6sbf0dQ,Angeline,1104,Angeline,female,98,7458
Wu0yySWcHQ5tZ_59HNiamg,WaYnE,1087,Wayne,male,99,15648
muK3bAO2dRwP79SBnppQ5g,Antho,1116,Antho,male,97,2114
fwd_rUQ9aFjlPw2RwcKCag,Jon,791,Jon,male,99,32478
mydWDBBNHdXcq6WO8tfv_Q,Alan,747,Alan,male,99,44635
aVaa64zb_-d6VTY3XcXyIQ,Jane,1935,Jane,female,97,30423
idJ35gltZ90eFFCm2YvtXQ,Ayumi,1197,Ayumi,female,95,707
HNrz6Xe7PoLjUp8kBUDykQ,Nick,626,Nick,male,98,55264
bA6sFAZTIc5ddwpnB_WJUw,Gil,1091,Gil,male,91,6454
7DmUbNOJgTMYOX_Ap_Ja_w,Vi,1544,Vi,female,64,1822
sLIn9oBM0aw9q2R9G1oCew,Mia,1176,Mia,female,97,13815
hwAMnxtNgN8kGNjjS4oczg,Wendy,855,Wendy,female,96,26404
2ky6A9YKsyLs2saA3gjTIA,Arlene,1282,Arlene,female,98,2902
EbbOIQ5oAamS9D_B_7cC7w,Ryan,1280,Ryan,male,99,64450
xp9UEkFyz7h7Ii1XVzU4tA,Chad,793,Chad,male,99,11863
nOr3_aq60yivqgcso_iDMw,Rodney,819,Rodney,male,99,5408
WNbVCtfq2lGMEwLDXyyd6A,Heejin,1863,Heejin,female,85,156
4DM34I6xEqJsdAXcfwmHGg,Mel,623,Mel,female,79,11977
8RcEwGrFIgkt9WQ35E6SnQ,George,7745,George,male,99,63411
BdMDq5SXlDU07wxErRohTw,Cath,1127,Cath,female,97,1893
YrlNGnrofZHseVYxrLrvJA,Miriam,853,Miriam,female,98,26103
